t, dl, vl, al,df, vf, af,x0, x1, x2, u,J_1, J_2, J_3, J_4, J, F
0, 0.166667, 16.6667,0, -9.83333, 16.6667, 3e-08, 10, 16.6667, 3e-08, 4.89575e-07, 0, 0, 4.5e-16, 1.19842e-13, 1.20292e-13,0.0247183
0.01, 0.333333, 16.6667,0, -9.66667, 16.6667, 4.36872e-08, 10, 16.6667, 4.36872e-08, 2.05684e-07, 1.12387e-24, 4.49995e-20, 9.54288e-16, 2.11529e-14, 2.21072e-14,0.0117543
0.02, 0.5, 16.6667,0, -9.5, 16.6667, 4.84015e-08, 10, 16.6667, 4.84015e-08, 9.64325e-08, 2.23408e-23, 2.7149e-19, 1.17135e-15, 4.64961e-15, 5.82124e-15,0.00640095
0.03, 0.666667, 16.6667,0, -9.33333, 16.6667, 4.96811e-08, 10, 16.6667, 4.96811e-08, 6.44356e-08, 1.35695e-22, 7.45286e-19, 1.23411e-15, 2.07598e-15, 3.31083e-15,0.00401939
0.04, 0.833333, 16.6667,0, -9.16667, 16.6667, 4.99581e-08, 10, 16.6667, 4.99581e-08, 8.39679e-09, 4.85665e-22, 1.47525e-18, 1.24791e-15, 3.5253e-17, 1.28464e-15,0.00198758
0.05, 1, 16.6667,0, -9, 16.6667, 4.85448e-08, 10, 16.6667, 4.85448e-08, -5.92597e-09, 1.29241e-21, 2.45817e-18, 1.1783e-15, 1.75586e-17, 1.19832e-15,0.00133935
0.06, 1.16667, 16.6667,0, -8.83333, 16.6667, 4.67488e-08, 10, 16.6667, 4.67488e-08, -7.94794e-09, 2.84574e-21, 3.65237e-18, 1.09273e-15, 3.15849e-17, 1.12797e-15,0.00104335
0.07, 1.33333, 16.6667,0, -8.66667, 16.6667, 4.49521e-08, 10, 16.6667, 4.49521e-08, 2.80981e-09, 5.49205e-21, 5.02513e-18, 1.01035e-15, 3.94752e-18, 1.01932e-15,0.00124884
0.08, 1.5, 16.6667,0, -8.5, 16.6667, 4.3538e-08, 10, 16.6667, 4.3538e-08, -1.59878e-08, 9.62645e-21, 6.55124e-18, 9.47778e-16, 1.27806e-16, 1.08214e-15,0.000642136
0.09, 1.66667, 16.6667,0, -8.33333, 16.6667, 4.16071e-08, 10, 16.6667, 4.16071e-08, -1.85186e-08, 1.56871e-20, 8.22199e-18, 8.65575e-16, 1.71469e-16, 1.04528e-15,0.000539844
0.1, 1.83333, 16.6667,0, -8.16667, 16.6667, 3.96646e-08, 10, 16.6667, 3.96646e-08, -2.54195e-08, 2.41473e-20, 9.99577e-18, 7.86641e-16, 3.23076e-16, 1.11974e-15,0.000361575
0.11, 2, 16.6667,0, -8, 16.6667, 3.75799e-08, 10, 16.6667, 3.75799e-08, -2.66973e-08, 3.54992e-20, 1.18479e-17, 7.06124e-16, 3.56374e-16, 1.07438e-15,0.00031933
0.12, 2.16667, 16.6667,0, -7.83333, 16.6667, 3.55263e-08, 10, 16.6667, 3.55263e-08, -3.26983e-08, 5.02484e-20, 1.37479e-17, 6.31059e-16, 5.34591e-16, 1.17945e-15,0.000117287
0.13, 2.33333, 16.6667,0, -7.66667, 16.6667, 3.33611e-08, 10, 16.6667, 3.33611e-08, -2.6597e-08, 6.89046e-20, 1.56738e-17, 5.56483e-16, 3.53701e-16, 9.25927e-16,0.000301746
0.14, 2.5, 16.6667,0, -7.5, 16.6667, 3.14512e-08, 10, 16.6667, 3.14512e-08, -2.89355e-08, 9.19706e-20, 1.75973e-17, 4.94589e-16, 4.18632e-16, 9.3091e-16,0.000207496
0.15, 2.66667, 16.6667,0, -7.33333, 16.6667, 2.95348e-08, 10, 16.6667, 2.95348e-08, -3.10354e-08, 1.19943e-19, 1.95126e-17, 4.36151e-16, 4.81597e-16, 9.3738e-16,0.00013759
0.16, 2.83333, 16.6667,0, -7.16667, 16.6667, 2.76192e-08, 10, 16.6667, 2.76192e-08, -3.50742e-08, 1.53308e-19, 2.14013e-17, 3.8141e-16, 6.151e-16, 1.01807e-15,1.20502e-06
0.17, 3, 16.6667,0, -7, 16.6667, 2.56463e-08, 10, 16.6667, 2.56463e-08, -3.77147e-08, 1.92531e-19, 2.32464e-17, 3.28867e-16, 7.11199e-16, 1.06351e-15,7.35653e-05
0.18, 3.16667, 16.6667,0, -6.83333, 16.6667, 2.366e-08, 10, 16.6667, 2.366e-08, -3.81185e-08, 2.38051e-19, 2.5028e-17, 2.79898e-16, 7.26509e-16, 1.03167e-15,0.000109571
0.19, 3.33333, 16.6667,0, -6.66667, 16.6667, 2.17278e-08, 10, 16.6667, 2.17278e-08, -3.02346e-08, 2.90272e-19, 2.67299e-17, 2.36049e-16, 4.57066e-16, 7.20135e-16,9.91137e-05
0.2, 3.5, 16.6667,0, -6.5, 16.6667, 2.00965e-08, 10, 16.6667, 2.00965e-08, -2.48731e-08, 3.49564e-19, 2.83422e-17, 2.01935e-16, 3.09334e-16, 5.39961e-16,0.000258155
0.21, 3.66667, 16.6667,0, -6.33333, 16.6667, 1.86804e-08, 10, 16.6667, 1.86804e-08, -2.24933e-08, 4.16265e-19, 2.98754e-17, 1.74479e-16, 2.52975e-16, 4.57746e-16,0.000284063
0.22, 3.83333, 16.6667,0, -6.16667, 16.6667, 1.73829e-08, 10, 16.6667, 1.73829e-08, -3.79423e-08, 4.90707e-19, 3.13368e-17, 1.51083e-16, 7.19809e-16, 9.0272e-16,0.000145204
0.23, 4, 16.6667,0, -6, 16.6667, 1.56652e-08, 10, 16.6667, 1.56652e-08, -3.98724e-08, 5.732e-19, 3.27281e-17, 1.227e-16, 7.94904e-16, 9.50905e-16,0.000181386
0.24, 4.16667, 16.6667,0, -5.83333, 16.6667, 1.39469e-08, 10, 16.6667, 1.39469e-08, -3.69778e-08, 6.64002e-19, 3.40078e-17, 9.7258e-17, 6.83678e-16, 8.15608e-16,0.000127657
0.25, 4.33333, 16.6667,0, -5.66667, 16.6667, 1.23727e-08, 10, 16.6667, 1.23727e-08, -3.83986e-08, 7.63303e-19, 3.51677e-17, 7.65414e-17, 7.37226e-16, 8.49698e-16,0.000199826
0.26, 4.5, 16.6667,0, -5.5, 16.6667, 1.08083e-08, 10, 16.6667, 1.08083e-08, -4.18089e-08, 8.71256e-19, 3.6213e-17, 5.84095e-17, 8.73994e-16, 9.69488e-16,0.000296262
0.27, 4.66667, 16.6667,0, -5.33333, 16.6667, 9.19374e-09, 10, 16.6667, 9.19374e-09, -4.42123e-08, 9.87977e-19, 3.71387e-17, 4.22625e-17, 9.77362e-16, 1.05775e-15,0.000369378
0.28, 4.83333, 16.6667,0, -5.16667, 16.6667, 7.56092e-09, 10, 16.6667, 7.56092e-09, -2.99638e-08, 1.11352e-18, 3.79353e-17, 2.85837e-17, 4.48915e-16, 5.16548e-16,6.32019e-06
0.29, 5, 16.6667,0, -5, 16.6667, 6.40997e-09, 10, 16.6667, 6.40997e-09, -4.04496e-08, 1.2479e-18, 3.85967e-17, 2.05439e-17, 8.18084e-16, 8.78472e-16,0.000336931
0.3, 5.16667, 16.6667,0, -4.83333, 16.6667, 4.98282e-09, 10, 16.6667, 4.98282e-09, -3.43282e-08, 1.3911e-18, 3.9162e-17, 1.24142e-17, 5.89214e-16, 6.42182e-16,0.00018144
0.31, 5.33333, 16.6667,0, -4.66667, 16.6667, 3.78688e-09, 10, 16.6667, 3.78688e-09, -6.19766e-08, 1.54307e-18, 3.96042e-17, 7.17022e-18, 1.92055e-15, 1.96887e-15,0.000873572
0.32, 5.5, 16.6667,0, -4.5, 16.6667, 1.80135e-09, 10, 16.6667, 1.80135e-09, -5.93964e-08, 1.70373e-18, 3.99419e-17, 1.62243e-18, 1.76397e-15, 1.80723e-15,0.000875798
0.33, 5.66667, 16.6667,0, -4.33333, 16.6667, -4.05863e-11, 10, 16.6667, -4.05863e-11, -4.18726e-08, 1.87288e-18, 4.01031e-17, 8.23622e-22, 8.76659e-16, 9.18636e-16,0.000439486
0.34, 5.83333, 16.6667,0, -4.16667, 16.6667, -1.29541e-09, 10, 16.6667, -1.29541e-09, -4.22099e-08, 2.05021e-18, 4.00994e-17, 8.39047e-19, 8.90837e-16, 9.33826e-16,0.000480027
0.35, 6, 16.6667,0, -4, 16.6667, -2.51853e-09, 10, 16.6667, -2.51853e-09, -3.55338e-08, 2.23543e-18, 3.99835e-17, 3.17149e-18, 6.31326e-16, 6.76717e-16,0.000276875
0.36, 6.16667, 16.6667,0, -3.83333, 16.6667, -3.50059e-09, 10, 16.6667, -3.50059e-09, -4.07706e-08, 2.42823e-18, 3.97586e-17, 6.12707e-18, 8.31123e-16, 8.79437e-16,0.000509075
0.37, 6.33333, 16.6667,0, -3.66667, 16.6667, -4.60703e-09, 10, 16.6667, -4.60703e-09, -3.8635e-08, 2.62832e-18, 3.94471e-17, 1.06123e-17, 7.46332e-16, 7.9902e-16,0.000485611
0.38, 6.5, 16.6667,0, -3.5, 16.6667, -5.61251e-09, 10, 16.6667, -5.61251e-09, -2.9465e-08, 2.83536e-18, 3.90389e-17, 1.57501e-17, 4.34094e-16, 4.91718e-16,0.00021913
0.39, 6.66667, 16.6667,0, -3.33333, 16.6667, -6.30938e-09, 10, 16.6667, -6.30938e-09, -1.85509e-08, 3.04899e-18, 3.85446e-17, 1.99041e-17, 1.72069e-16, 2.33566e-16,9.06484e-05
0.4, 6.83333, 16.6667,0, -3.16667, 16.6667, -6.65559e-09, 10, 16.6667, -6.65559e-09, -2.77235e-08, 3.26885e-18, 3.79926e-17, 2.21484e-17, 3.84296e-16, 4.47705e-16,0.000356431
0.41, 7, 16.6667,0, -3, 16.6667, -7.26544e-09, 10, 16.6667, -7.26544e-09, -3.7179e-08, 3.49465e-18, 3.74146e-17, 2.63933e-17, 6.91141e-16, 7.58443e-16,0.000621925
0.42, 7.16667, 16.6667,0, -2.83333, 16.6667, -8.13863e-09, 10, 16.6667, -8.13863e-09, -3.87907e-08, 3.72609e-18, 3.67888e-17, 3.31187e-17, 7.52357e-16, 8.25991e-16,0.000573316
0.43, 7.33333, 16.6667,0, -2.66667, 16.6667, -9.03106e-09, 10, 16.6667, -9.03106e-09, -4.37571e-08, 3.96279e-18, 3.6094e-17, 4.07801e-17, 9.5734e-16, 1.03818e-15,0.00068145
0.44, 7.5, 16.6667,0, -2.5, 16.6667, -1.00427e-08, 10, 16.6667, -1.00427e-08, -3.277e-08, 4.20428e-18, 3.53308e-17, 5.04283e-17, 5.36937e-16, 6.269e-16,0.000388018
0.45, 7.66667, 16.6667,0, -2.33333, 16.6667, -1.06911e-08, 10, 16.6667, -1.06911e-08, -2.26687e-08, 4.45007e-18, 3.44916e-17, 5.71496e-17, 2.56936e-16, 3.53027e-16,9.05781e-05
0.46, 7.83333, 16.6667,0, -2.16667, 16.6667, -1.10148e-08, 10, 16.6667, -1.10148e-08, -1.77866e-08, 4.69966e-18, 3.36094e-17, 6.06626e-17, 1.58182e-16, 2.57154e-16,6.17033e-05
0.47, 8, 16.6667,0, -2, 16.6667, -1.11812e-08, 10, 16.6667, -1.11812e-08, -1.86899e-08, 4.95265e-18, 3.27124e-17, 6.25098e-17, 1.74656e-16, 2.74831e-16,5.83022e-05
0.48, 8.16667, 16.6667,0, -1.83333, 16.6667, -1.13692e-08, 10, 16.6667, -1.13692e-08, -1.86891e-08, 5.20868e-18, 3.18142e-17, 6.46294e-17, 1.74641e-16, 2.76293e-16,2.50825e-05
0.49, 8.33333, 16.6667,0, -1.66667, 16.6667, -1.15509e-08, 10, 16.6667, -1.15509e-08, -1.52241e-08, 5.46744e-18, 3.09138e-17, 6.67117e-17, 1.15887e-16, 2.1898e-16,0.00010748
0.5, 8.5, 16.6667,0, -1.5, 16.6667, -1.16226e-08, 10, 16.6667, -1.16226e-08, -1.36347e-08, 5.7286e-18, 3.00122e-17, 6.75424e-17, 9.29519e-17, 1.96235e-16,0.000136266
0.51, 8.66667, 16.6667,0, -1.33333, 16.6667, -1.16442e-08, 10, 16.6667, -1.16442e-08, -1.4449e-08, 5.99183e-18, 2.91185e-17, 6.77939e-17, 1.04387e-16, 2.07291e-16,9.70631e-05
0.52, 8.83333, 16.6667,0, -1.16667, 16.6667, -1.16895e-08, 10, 16.6667, -1.16895e-08, -1.69096e-08, 6.25686e-18, 2.82367e-17, 6.83228e-17, 1.42967e-16, 2.45783e-16,9.47419e-06
0.53, 9, 16.6667,0, -1, 16.6667, -1.18072e-08, 10, 16.6667, -1.18072e-08, -1.9526e-08, 6.52341e-18, 2.7365e-17, 6.97048e-17, 1.90632e-16, 2.94225e-16,8.26947e-05
0.54, 9.16667, 16.6667,0, -0.833333, 16.6667, -1.19994e-08, 10, 16.6667, -1.19994e-08, -1.05278e-08, 6.79119e-18, 2.64985e-17, 7.19927e-17, 5.5417e-17, 1.60699e-16,0.000184401
0.55, 9.33333, 16.6667,0, -0.666667, 16.6667, -1.19152e-08, 10, 16.6667, -1.19152e-08, -1.78345e-08, 7.05989e-18, 2.56322e-17, 7.09865e-17, 1.59035e-16, 2.62713e-16,2.06865e-05
0.56, 9.5, 16.6667,0, -0.5, 16.6667, -1.20531e-08, 10, 16.6667, -1.20531e-08, -2.35264e-08, 7.32921e-18, 2.47862e-17, 7.26387e-17, 2.76746e-16, 3.815e-16,0.000215611
0.57, 9.66667, 16.6667,0, -0.333333, 16.6667, -1.23571e-08, 10, 16.6667, -1.23571e-08, 8.80573e-09, 7.59891e-18, 2.39448e-17, 7.63493e-17, 3.87704e-17, 1.46663e-16,0.000638449
0.58, 9.83333, 16.6667,0, -0.166667, 16.6667, -1.1681e-08, 10, 16.6667, -1.1681e-08, 4.65052e-10, 7.86864e-18, 2.30973e-17, 6.82235e-17, 1.08137e-19, 9.92976e-17,0.000343226
0.59, 10, 16.6667,0, 4.0344e-09, 16.6667, -1.12777e-08, 10, 16.6667, -1.12777e-08, -1.676e-08, 8.13822e-18, 2.23102e-17, 6.35936e-17, 1.40449e-16, 2.34491e-16,0.000122519
0.6, 10.1667, 16.6667,0, 0.166667, 16.6667, -1.14046e-08, 10, 16.6667, -1.14046e-08, -1.85902e-08, 8.40763e-18, 2.15633e-17, 6.50325e-17, 1.72797e-16, 2.67801e-16,7.86434e-05
0.61, 10.3333, 16.6667,0, 0.333333, 16.6667, -1.15822e-08, 10, 16.6667, -1.15822e-08, -1.5109e-08, 8.67671e-18, 2.08208e-17, 6.70732e-17, 1.14142e-16, 2.10712e-16,1.25304e-06
0.62, 10.5, 16.6667,0, 0.5, 16.6667, -1.16494e-08, 10, 16.6667, -1.16494e-08, -1.24828e-08, 8.94516e-18, 2.00801e-17, 6.78537e-17, 7.79105e-17, 1.7479e-16,7.71134e-05
0.63, 10.6667, 16.6667,0, 0.666667, 16.6667, -1.16355e-08, 10, 16.6667, -1.16355e-08, -1.12906e-08, 9.21271e-18, 1.93487e-17, 6.76928e-17, 6.37383e-17, 1.59992e-16,0.000116576
0.64, 10.8333, 16.6667,0, 0.833333, 16.6667, -1.15864e-08, 10, 16.6667, -1.15864e-08, -1.18641e-08, 9.47914e-18, 1.86316e-17, 6.71223e-17, 7.03788e-17, 1.65612e-16,9.74998e-05
0.65, 11, 16.6667,0, 1, 16.6667, -1.15561e-08, 10, 16.6667, -1.15561e-08, -1.38492e-08, 9.74424e-18, 1.7931e-17, 6.67718e-17, 9.58998e-17, 1.90347e-16,2.95841e-05
0.66, 11.1667, 16.6667,0, 1.16667, 16.6667, -1.15864e-08, 10, 16.6667, -1.15864e-08, -9.59039e-09, 1.00078e-17, 1.72457e-17, 6.71221e-17, 4.59878e-17, 1.40363e-16,0.00013701
0.67, 11.3333, 16.6667,0, 1.33333, 16.6667, -1.14879e-08, 10, 16.6667, -1.14879e-08, -8.43029e-09, 1.02697e-17, 1.65719e-17, 6.59857e-17, 3.55349e-17, 1.28362e-16,0.00017604
0.68, 11.5, 16.6667,0, 1.5, 16.6667, -1.13579e-08, 10, 16.6667, -1.13579e-08, -8.36862e-10, 1.05296e-17, 1.59172e-17, 6.45004e-17, 3.50169e-19, 9.12974e-17,0.000379054
0.69, 11.6667, 16.6667,0, 1.66667, 16.6667, -1.10044e-08, 10, 16.6667, -1.10044e-08, -2.1637e-09, 1.07875e-17, 1.52828e-17, 6.0548e-17, 2.3408e-18, 8.89591e-17,0.000327226
0.7, 11.8333, 16.6667,0, 1.83333, 16.6667, -1.07025e-08, 10, 16.6667, -1.07025e-08, 9.72703e-09, 1.10432e-17, 1.46804e-17, 5.72714e-17, 4.73075e-17, 1.30303e-16,0.000612419
0.71, 12, 16.6667,0, 2, 16.6667, -1.00539e-08, 10, 16.6667, -1.00539e-08, 8.76007e-09, 1.12968e-17, 1.41062e-17, 5.05405e-17, 3.83694e-17, 1.14313e-16,0.000589189
0.72, 12.1667, 16.6667,0, 2.16667, 16.6667, -9.45597e-09, 10, 16.6667, -9.45597e-09, -3.78161e-09, 1.15483e-17, 1.35773e-17, 4.47077e-17, 7.15028e-18, 7.69836e-17,0.000271384
0.73, 12.3333, 16.6667,0, 2.33333, 16.6667, -9.25422e-09, 10, 16.6667, -9.25422e-09, -1.3527e-08, 1.17978e-17, 1.3089e-17, 4.28203e-17, 9.14904e-17, 1.59198e-16,6.56355e-06
0.74, 12.5, 16.6667,0, 2.5, 16.6667, -9.35156e-09, 10, 16.6667, -9.35156e-09, -7.0409e-09, 1.20453e-17, 1.26198e-17, 4.37258e-17, 2.47872e-17, 9.31781e-17,0.000179896
0.75, 12.6667, 16.6667,0, 2.66667, 16.6667, -9.25107e-09, 10, 16.6667, -9.25107e-09, -5.12844e-09, 1.22909e-17, 1.21544e-17, 4.27911e-17, 1.31504e-17, 8.03868e-17,0.000263412
0.76, 12.8333, 16.6667,0, 2.83333, 16.6667, -9.09655e-09, 10, 16.6667, -9.09655e-09, -1.25874e-08, 1.25342e-17, 1.17025e-17, 4.13736e-17, 7.92215e-17, 1.44832e-16,9.02932e-05
0.77, 13, 16.6667,0, 3, 16.6667, -9.17096e-09, 10, 16.6667, -9.17096e-09, -1.54069e-08, 1.27753e-17, 1.12666e-17, 4.20532e-17, 1.18687e-16, 1.84782e-16,1.85451e-06
0.78, 13.1667, 16.6667,0, 3.16667, 16.6667, -9.32747e-09, 10, 16.6667, -9.32747e-09, -1.73678e-08, 1.30141e-17, 1.08355e-17, 4.35008e-17, 1.50821e-16, 2.18171e-16,9.20966e-05
0.79, 13.3333, 16.6667,0, 3.33333, 16.6667, -9.53758e-09, 10, 16.6667, -9.53758e-09, -2.3365e-08, 1.32502e-17, 1.04056e-17, 4.54828e-17, 2.72963e-16, 3.42101e-16,0.000260786
0.8, 13.5, 16.6667,0, 3.5, 16.6667, -9.92062e-09, 10, 16.6667, -9.92062e-09, -1.42489e-08, 1.34837e-17, 9.97505e-18, 4.92093e-17, 1.01515e-16, 1.74183e-16,4.71068e-05
0.81, 13.6667, 16.6667,0, 3.66667, 16.6667, -1.00174e-08, 10, 16.6667, -1.00174e-08, -1.28398e-08, 1.3714e-17, 9.53686e-18, 5.01741e-17, 8.243e-17, 1.55855e-16,7.81612e-07
0.82, 13.8333, 16.6667,0, 3.83333, 16.6667, -1.00687e-08, 10, 16.6667, -1.00687e-08, -2.52439e-08, 1.3941e-17, 9.10439e-18, 5.06891e-17, 3.18627e-16, 3.92362e-16,0.000327827
0.83, 14, 16.6667,0, 4, 16.6667, -1.04904e-08, 10, 16.6667, -1.04904e-08, -1.40843e-09, 1.41646e-17, 8.67981e-18, 5.50239e-17, 9.91838e-19, 7.88602e-17,0.000327301
0.84, 14.1667, 16.6667,0, 4.16667, 16.6667, -1.01829e-08, 10, 16.6667, -1.01829e-08, -1.49773e-08, 1.43844e-17, 8.24823e-18, 5.18462e-17, 1.1216e-16, 1.86639e-16,6.78699e-05
0.85, 14.3333, 16.6667,0, 4.33333, 16.6667, -1.02928e-08, 10, 16.6667, -1.02928e-08, -4.6735e-09, 1.46003e-17, 7.83983e-18, 5.29712e-17, 1.09208e-17, 8.63321e-17,0.000271054
0.86, 14.5, 16.6667,0, 4.5, 16.6667, -1.00899e-08, 10, 16.6667, -1.00899e-08, 3.56245e-09, 1.48123e-17, 7.43755e-18, 5.09035e-17, 6.34552e-18, 7.94988e-17,0.000469787
0.87, 14.6667, 16.6667,0, 4.66667, 16.6667, -9.64674e-09, 10, 16.6667, -9.64674e-09, -7.53476e-09, 1.50202e-17, 7.05349e-18, 4.65298e-17, 2.83863e-17, 9.69898e-17,0.000117107
0.88, 14.8333, 16.6667,0, 4.83333, 16.6667, -9.55122e-09, 10, 16.6667, -9.55122e-09, -2.81511e-09, 1.52241e-17, 6.69582e-18, 4.56129e-17, 3.96242e-18, 7.14953e-17,0.000209904
0.89, 15, 16.6667,0, 5, 16.6667, -9.3173e-09, 10, 16.6667, -9.3173e-09, -2.28896e-08, 1.54241e-17, 6.35086e-18, 4.34061e-17, 2.61966e-16, 3.27147e-16,0.000370556
0.9, 15.1667, 16.6667,0, 5.16667, 16.6667, -9.69341e-09, 10, 16.6667, -9.69341e-09, -1.87884e-08, 1.56201e-17, 6.02314e-18, 4.69811e-17, 1.76501e-16, 2.45126e-16,0.000188777
0.91, 15.3333, 16.6667,0, 5.33333, 16.6667, -9.93395e-09, 10, 16.6667, -9.93395e-09, -1.72206e-08, 1.58119e-17, 5.69139e-18, 4.93417e-17, 1.48274e-16, 2.19119e-16,0.00016944
0.92, 15.5, 16.6667,0, 5.5, 16.6667, -1.01194e-08, 10, 16.6667, -1.01194e-08, -1.29891e-08, 1.59994e-17, 5.36117e-18, 5.12015e-17, 8.43587e-17, 1.56921e-16,6.5153e-05
0.93, 15.6667, 16.6667,0, 5.66667, 16.6667, -1.01718e-08, 10, 16.6667, -1.01718e-08, -2.71138e-08, 1.61823e-17, 5.03492e-18, 5.17327e-17, 3.67578e-16, 4.40528e-16,0.000427768
0.94, 15.8333, 16.6667,0, 5.83333, 16.6667, -1.06461e-08, 10, 16.6667, -1.06461e-08, -2.90624e-08, 1.63604e-17, 4.71731e-18, 5.66702e-17, 4.22313e-16, 5.00061e-16,0.000511673
0.95, 16, 16.6667,0, 6, 16.6667, -1.11631e-08, 10, 16.6667, -1.11631e-08, -2.02712e-08, 1.65335e-17, 4.39598e-18, 6.23079e-17, 2.0546e-16, 2.88698e-16,0.000273874
0.96, 16.1667, 16.6667,0, 6.16667, 16.6667, -1.13992e-08, 10, 16.6667, -1.13992e-08, -6.8337e-09, 1.67013e-17, 4.07121e-18, 6.49706e-17, 2.33498e-17, 1.09093e-16,0.000100749
0.97, 16.3333, 16.6667,0, 6.33333, 16.6667, -1.12242e-08, 10, 16.6667, -1.12242e-08, 5.56382e-09, 1.68633e-17, 3.75243e-18, 6.29915e-17, 1.5478e-17, 9.90853e-17,0.000421272
0.98, 16.5, 16.6667,0, 6.5, 16.6667, -1.06832e-08, 10, 16.6667, -1.06832e-08, 2.37308e-09, 1.70195e-17, 3.45125e-18, 5.7065e-17, 2.81575e-18, 8.03514e-17,0.000341714
0.99, 16.6667, 16.6667,0, 6.66667, 16.6667, -1.02559e-08, 10, 16.6667, -1.02559e-08, -5.88731e-09, 1.717e-17, 3.17628e-18, 5.25914e-17, 1.73302e-17, 9.02679e-17,9.11392e-05
1, 16.8335, 16.6667,2.77778, 6.83333, 16.6667, -1.00906e-08, 10.0001, 16.6667, -1.00906e-08, 0.000211211, 9.64424e-09, 2.92305e-18, 3.85802, 2.2305e-08, 3.85802,8.61093e-05
1.01, 17.0006, 16.6944,2.77778, 7, 16.6667, 6.32658e-06, 10.0006, 16.6667, 6.32658e-06, 0.0363726, 1.54318e-07, 0.000385802, 3.85801, 0.000661483, 3.85905,984.966
1.02, 17.1679, 16.7222,2.77778, 7.16667, 16.6667, 0.00109729, 10.0012, 16.6667, 0.00109729, 0.0900367, 7.81242e-07, 0.00154321, 3.85498, 0.0040533, 3.86057,1477.46
1.03, 17.3356, 16.75,2.77778, 7.33333, 16.6667, 0.00376182, 10.0022, 16.6667, 0.00376182, 0.151988, 2.469e-06, 0.0034713, 3.84758, 0.0115502, 3.86261,1723.62
1.04, 17.5035, 16.7778,2.77778, 7.5, 16.6667, 0.00819606, 10.0035, 16.6667, 0.00819606, 0.217614, 6.02691e-06, 0.00616743, 3.83529, 0.0236779, 3.86514,1846.76
1.05, 17.6717, 16.8056,2.77778, 7.66667, 16.6668, 0.0144513, 10.005, 16.6668, 0.0144513, 0.284618, 1.24937e-05, 0.00962693, 3.81799, 0.0405038, 3.86813,1908.34
1.06, 17.8401, 16.8333,2.77778, 7.83334, 16.6669, 0.0225081, 10.0068, 16.6669, 0.0225081, 0.351857, 2.31354e-05, 0.0138431, 3.79576, 0.0619017, 3.87152,1939.14
1.07, 18.0089, 16.8611,2.77778, 8.00001, 16.6672, 0.0323136, 10.0089, 16.6672, 0.0323136, 0.418761, 3.94425e-05, 0.0188072, 3.76879, 0.0876803, 3.87531,1954.54
1.08, 18.1779, 16.8889,2.77778, 8.16668, 16.6675, 0.0437993, 10.0112, 16.6675, 0.0437993, 0.485049, 6.31263e-05, 0.0245087, 3.73732, 0.117636, 3.87953,1962.24
1.09, 18.3472, 16.9167,2.77778, 8.33336, 16.6679, 0.0568908, 10.0139, 16.6679, 0.0568908, 0.550585, 9.61148e-05, 0.0309355, 3.70161, 0.151572, 3.88422,1966.09
1.1, 18.5168, 16.9444,2.77778, 8.50004, 16.6685, 0.0715119, 10.0168, 16.6685, 0.0715119, 0.615305, 0.000140548, 0.0380735, 3.66194, 0.1893, 3.88945,1968.01
1.11, 18.6867, 16.9722,2.77778, 8.66673, 16.6692, 0.0875874, 10.0199, 16.6692, 0.0875874, 0.67918, 0.000198771, 0.0459076, 3.61856, 0.230643, 3.89531,1968.97
1.12, 18.8568, 17,2.77778, 8.83342, 16.6701, 0.105043, 10.0234, 16.6701, 0.105043, 0.7422, 0.000273332, 0.054421, 3.57176, 0.27543, 3.90188,1969.45
1.13, 19.0272, 17.0278,2.77778, 9.00013, 16.6711, 0.123808, 10.0271, 16.6711, 0.123808, 0.804363, 0.000366972, 0.0635958, 3.52178, 0.3235, 3.90924,1969.7
