t, dl, vl, al,df, vf, af,df, vf, af,df, vf, af,x0, x1, x2, u,x0, x1, x2, u,x0, x1, x2, u,J_1, J_2, J_3, J_4, J, F
0.66, 11.1667, 16.6667,0, 1.16667, 16.6667, -9.34076e-09, -8.83333, 16.6667, -1.30708e-08, -18.8333, 16.6667, -1.01252e-08, 10, 16.6667, -9.34076e-09, -2.7107e-08, 10, 16.6667, -1.30708e-08, -1.87096e-08, 10, 16.6667, -1.01252e-08, -1.97279e-08, 1.31598e-17, 3.80159e-17, 5.49198e-17, 7.37015e-16, 8.43111e-16,0.000179303
0.67, 11.3333, 16.6667,0, 1.33333, 16.6667, -9.84261e-09, -8.66667, 16.6667, -1.31964e-08, -18.6667, 16.6667, -1.03796e-08, 10, 16.6667, -9.84261e-09, -3.36264e-08, 10, 16.6667, -1.31964e-08, -1.88615e-08, 10, 16.6667, -1.03796e-08, -2.28012e-08, 1.36047e-17, 3.73169e-17, 5.80299e-17, 1.00319e-15, 1.11214e-15,0.00037052
0.68, 11.5, 16.6667,0, 1.5, 16.6667, -1.05233e-08, -8.5, 16.6667, -1.33224e-08, -18.5, 16.6667, -1.07176e-08, 10, 16.6667, -1.05233e-08, -6.90954e-09, 10, 16.6667, -1.33224e-08, -1.60079e-08, 10, 16.6667, -1.07176e-08, -2.31866e-08, 1.40524e-17, 3.65789e-17, 6.26799e-17, 4.20807e-16, 5.34118e-16,0.000949591
0.69, 11.6667, 16.6667,0, 1.66667, 16.6667, -1.03798e-08, -8.33333, 16.6667, -1.33585e-08, -18.3333, 16.6667, -1.1056e-08, 10, 16.6667, -1.03798e-08, -4.60912e-08, 10, 16.6667, -1.33585e-08, -1.09976e-08, 10, 16.6667, -1.1056e-08, -2.04834e-08, 1.45021e-17, 3.5784e-17, 6.09577e-17, 1.33246e-15, 1.4437e-15,0.00128832
0.7, 11.8333, 16.6667,0, 1.83333, 16.6667, -1.14166e-08, -8.16667, 16.6667, -1.32432e-08, -18.1667, 16.6667, -1.13019e-08, 10, 16.6667, -1.14166e-08, -5.71643e-08, 10, 16.6667, -1.32432e-08, -8.99014e-09, 10, 16.6667, -1.13019e-08, -2.02928e-08, 1.49536e-17, 3.50152e-17, 6.87215e-17, 1.88019e-15, 1.99888e-15,0.00217618
0.71, 12, 16.6667,0, 2, 16.6667, -1.27509e-08, -8, 16.6667, -1.30714e-08, -18, 16.6667, -1.1534e-08, 10, 16.6667, -1.27509e-08, -1.57107e-08, 10, 16.6667, -1.30714e-08, 6.1636e-10, 10, 16.6667, -1.1534e-08, -9.42472e-09, 1.54063e-17, 3.41493e-17, 8.25266e-17, 1.68015e-16, 3.00098e-16,0.000555022
0.72, 12.1667, 16.6667,0, 2.16667, 16.6667, -1.27972e-08, -7.83333, 16.6667, -1.26172e-08, -17.8333, 16.6667, -1.14323e-08, 10, 16.6667, -1.27972e-08, 2.18079e-09, 10, 16.6667, -1.26172e-08, 2.18938e-08, 10, 16.6667, -1.14323e-08, -5.02115e-09, 1.58593e-17, 3.31581e-17, 8.26029e-17, 2.54653e-16, 3.86274e-16,0.00105852
0.73, 12.3333, 16.6667,0, 2.33333, 16.6667, -1.23052e-08, -7.66667, 16.6667, -1.15399e-08, -17.6667, 16.6667, -1.12018e-08, 10, 16.6667, -1.23052e-08, 5.45747e-11, 10, 16.6667, -1.15399e-08, 2.3697e-08, 10, 16.6667, -1.12018e-08, -6.95231e-09, 1.63118e-17, 3.21668e-17, 7.60595e-17, 3.04943e-16, 4.29481e-16,0.00110188
0.74, 12.5, 16.6667,0, 2.5, 16.6667, -1.18934e-08, -7.5, 16.6667, -1.04443e-08, -17.5, 16.6667, -1.1037e-08, 10, 16.6667, -1.18934e-08, -1.18177e-08, 10, 16.6667, -1.04443e-08, 1.32168e-08, 10, 16.6667, -1.1037e-08, -9.0969e-09, 1.67635e-17, 3.12116e-17, 7.19525e-17, 1.98548e-16, 3.18476e-16,0.000742943
0.75, 12.6667, 16.6667,0, 2.66667, 16.6667, -1.18515e-08, -7.33333, 16.6667, -9.69963e-09, -17.3333, 16.6667, -1.0942e-08, 10, 16.6667, -1.18515e-08, -2.00153e-08, 10, 16.6667, -9.69963e-09, 2.63928e-10, 10, 16.6667, -1.0942e-08, -5.29856e-09, 1.72145e-17, 3.02819e-17, 7.33162e-17, 2.14378e-16, 3.35191e-16,0.000131505
0.76, 12.8333, 16.6667,0, 2.83333, 16.6667, -1.20569e-08, -7.16667, 16.6667, -9.36839e-09, -17.1667, 16.6667, -1.07362e-08, 10, 16.6667, -1.20569e-08, -2.40835e-08, 10, 16.6667, -9.36839e-09, -8.72529e-09, 10, 16.6667, -1.07362e-08, -2.91207e-08, 1.76645e-17, 2.9351e-17, 7.72342e-17, 7.5208e-16, 8.76329e-16,0.00127845
0.77, 13, 16.6667,0, 3, 16.6667, -1.23775e-08, -7, 16.6667, -9.31787e-09, -17, 16.6667, -1.1252e-08, 10, 16.6667, -1.23775e-08, -2.99807e-08, 10, 16.6667, -9.31787e-09, -1.77688e-08, 10, 16.6667, -1.1252e-08, -2.00568e-08, 1.81131e-17, 2.84082e-17, 8.31527e-17, 8.08423e-16, 9.38096e-16,0.000571057
0.78, 13.1667, 16.6667,0, 3.16667, 16.6667, -1.28644e-08, -6.83333, 16.6667, -9.54034e-09, -16.8333, 16.6667, -1.14786e-08, 10, 16.6667, -1.28644e-08, -2.88516e-08, 10, 16.6667, -9.54034e-09, -6.44772e-09, 10, 16.6667, -1.14786e-08, -6.37831e-09, 1.85598e-17, 2.74472e-17, 9.01489e-17, 4.57336e-16, 5.93491e-16,0.000943251
0.79, 13.3333, 16.6667,0, 3.33333, 16.6667, -1.33011e-08, -6.66667, 16.6667, -9.41576e-09, -16.6667, 16.6667, -1.12873e-08, 10, 16.6667, -1.33011e-08, -2.35377e-08, 10, 16.6667, -9.41576e-09, -7.17808e-09, 10, 16.6667, -1.12873e-08, 7.43275e-09, 1.90042e-17, 2.64635e-17, 9.77589e-17, 3.30396e-16, 4.73622e-16,0.000528755
0.8, 13.5, 16.6667,0, 3.5, 16.6667, -1.35639e-08, -6.5, 16.6667, -9.31725e-09, -16.5, 16.6667, -1.06881e-08, 10, 16.6667, -1.35639e-08, -2.58829e-08, 10, 16.6667, -9.31725e-09, -2.24497e-09, 10, 16.6667, -1.06881e-08, 4.2445e-09, 1.94455e-17, 2.54575e-17, 1.01946e-16, 3.4649e-16, 4.93339e-16,0.000650192
0.81, 13.6667, 16.6667,0, 3.66667, 16.6667, -1.38882e-08, -6.33333, 16.6667, -9.07402e-09, -16.3333, 16.6667, -1.02045e-08, 10, 16.6667, -1.38882e-08, -7.38099e-09, 10, 16.6667, -9.07402e-09, -7.97565e-09, 10, 16.6667, -1.02045e-08, 8.75403e-10, 1.98833e-17, 2.44494e-17, 1.08668e-16, 5.94282e-17, 2.12429e-16,0.000565291
0.82, 13.8333, 16.6667,0, 3.83333, 16.6667, -1.36467e-08, -6.16667, 16.6667, -9.01082e-09, -16.1667, 16.6667, -9.8381e-09, 10, 16.6667, -1.36467e-08, -2.14139e-08, 10, 16.6667, -9.01082e-09, 1.47358e-08, 10, 16.6667, -9.8381e-09, 1.342e-08, 2.0317e-17, 2.34311e-17, 1.04204e-16, 4.27898e-16, 5.7585e-16,0.000708952
0.83, 14, 16.6667,0, 4, 16.6667, -1.38342e-08, -6, 16.6667, -8.26839e-09, -16, 16.6667, -9.10756e-09, 10, 16.6667, -1.38342e-08, -2.12521e-08, 10, 16.6667, -8.26839e-09, 1.15743e-08, 10, 16.6667, -9.10756e-09, -4.71166e-09, 2.07463e-17, 2.2455e-17, 1.11534e-16, 3.03908e-16, 4.58644e-16,0.00117993
0.84, 14.1667, 16.6667,0, 4.16667, 16.6667, -1.40107e-08, -5.83333, 16.6667, -7.64555e-09, -15.8333, 16.6667, -8.94532e-09, 10, 16.6667, -1.40107e-08, -2.0381e-08, 10, 16.6667, -7.64555e-09, 5.31087e-09, 10, 16.6667, -8.94532e-09, -1.77116e-08, 2.11708e-17, 2.14716e-17, 1.19251e-16, 3.78646e-16, 5.4054e-16,0.0012897
0.85, 14.3333, 16.6667,0, 4.33333, 16.6667, -1.41551e-08, -5.66667, 16.6667, -7.23137e-09, -15.6667, 16.6667, -9.17849e-09, 10, 16.6667, -1.41551e-08, -1.82077e-08, 10, 16.6667, -7.23137e-09, -8.3628e-09, 10, 16.6667, -9.17849e-09, -2.02995e-08, 2.15902e-17, 2.04839e-17, 1.26047e-16, 4.06764e-16, 5.74885e-16,0.00056208
0.86, 14.5, 16.6667,0, 4.5, 16.6667, -1.42295e-08, -5.5, 16.6667, -7.24121e-09, -15.5, 16.6667, -9.48153e-09, 10, 16.6667, -1.42295e-08, -1.7089e-08, 10, 16.6667, -7.24121e-09, -2.29842e-08, 10, 16.6667, -9.48153e-09, -1.62589e-08, 2.20038e-17, 1.94991e-17, 1.28166e-16, 5.4233e-16, 7.11999e-16,0.000731948
0.87, 14.6667, 16.6667,0, 4.66667, 16.6667, -1.42678e-08, -5.33333, 16.6667, -7.68936e-09, -15.3333, 16.6667, -9.65325e-09, 10, 16.6667, -1.42678e-08, -1.51652e-08, 10, 16.6667, -7.68936e-09, -2.24953e-08, 10, 16.6667, -9.65325e-09, -5.90206e-09, 2.24112e-17, 1.85327e-17, 1.25352e-16, 3.85429e-16, 5.51725e-16,0.00117751
0.88, 14.8333, 16.6667,0, 4.83333, 16.6667, -1.42472e-08, -5.16667, 16.6667, -8.10791e-09, -15.1667, 16.6667, -9.50853e-09, 10, 16.6667, -1.42472e-08, -1.44923e-08, 10, 16.6667, -8.10791e-09, -2.45797e-08, 10, 16.6667, -9.50853e-09, -5.59276e-09, 2.28123e-17, 1.75971e-17, 1.21317e-16, 4.22732e-16, 5.84459e-16,0.00112573
0.89, 15, 16.6667,0, 5, 16.6667, -1.4207e-08, -5, 16.6667, -8.57503e-09, -15, 16.6667, -9.35937e-09, 10, 16.6667, -1.4207e-08, -1.75629e-09, 10, 16.6667, -8.57503e-09, -2.0326e-08, 10, 16.6667, -9.35937e-09, -1.00901e-08, 2.32068e-17, 1.66964e-17, 1.17087e-16, 2.5902e-16, 4.16011e-16,0.00119669
0.9, 15.1667, 16.6667,0, 5.16667, 16.6667, -1.37862e-08, -4.83333, 16.6667, -8.89898e-09, -14.8333, 16.6667, -9.35009e-09, 10, 16.6667, -1.37862e-08, -4.09668e-09, 10, 16.6667, -8.89898e-09, -9.90484e-09, 10, 16.6667, -9.35009e-09, -8.42983e-09, 2.35944e-17, 1.58315e-17, 1.07073e-16, 9.29754e-17, 2.39474e-16,0.000645671
0.91, 15.3333, 16.6667,0, 5.33333, 16.6667, -1.34495e-08, -4.66667, 16.6667, -8.89949e-09, -14.6667, 16.6667, -9.29132e-09, 10, 16.6667, -1.34495e-08, -3.30629e-09, 10, 16.6667, -8.89949e-09, -1.5635e-08, 10, 16.6667, -9.29132e-09, -1.5204e-08, 2.39751e-17, 1.50235e-17, 1.00873e-16, 2.43273e-16, 3.83145e-16,0.000929154
0.92, 15.5, 16.6667,0, 5.5, 16.6667, -1.31004e-08, -4.5, 16.6667, -9.07189e-09, -14.5, 16.6667, -9.43772e-09, 10, 16.6667, -1.31004e-08, -1.34637e-08, 10, 16.6667, -9.07189e-09, -1.0355e-08, 10, 16.6667, -9.43772e-09, -1.43786e-08, 2.4349e-17, 1.42588e-17, 9.39915e-17, 2.4762e-16, 3.8022e-16,0.000281837
0.93, 15.6667, 16.6667,0, 5.66667, 16.6667, -1.30676e-08, -4.33333, 16.6667, -9.08015e-09, -14.3333, 16.6667, -9.55449e-09, 10, 16.6667, -1.30676e-08, -1.35553e-08, 10, 16.6667, -9.08015e-09, 2.83956e-09, 10, 16.6667, -9.55449e-09, -1.07201e-08, 2.47161e-17, 1.35384e-17, 9.34439e-17, 1.53365e-16, 2.85063e-16,0.000572662
0.94, 15.8333, 16.6667,0, 5.83333, 16.6667, -1.30387e-08, -4.16667, 16.6667, -8.69229e-09, -14.1667, 16.6667, -9.55761e-09, 10, 16.6667, -1.30387e-08, -1.07976e-08, 10, 16.6667, -8.69229e-09, -3.5233e-09, 10, 16.6667, -9.55761e-09, -1.13311e-08, 2.50764e-17, 1.28384e-17, 9.48238e-17, 1.28698e-16, 2.61437e-16,0.000326834
0.95, 16, 16.6667,0, 6, 16.6667, -1.2928e-08, -4, 16.6667, -8.50824e-09, -14, 16.6667, -9.57896e-09, 10, 16.6667, -1.2928e-08, -1.52074e-08, 10, 16.6667, -8.50824e-09, -1.01925e-08, 10, 16.6667, -9.57896e-09, -1.19307e-08, 2.54297e-17, 1.21527e-17, 9.39069e-17, 2.38746e-16, 3.70236e-16,7.52872e-05
0.96, 16.1667, 16.6667,0, 6.16667, 16.6667, -1.29533e-08, -3.83333, 16.6667, -8.53041e-09, -13.8333, 16.6667, -9.61758e-09, 10, 16.6667, -1.29533e-08, -1.81158e-08, 10, 16.6667, -8.53041e-09, -8.77e-09, 10, 16.6667, -9.61758e-09, -1.4294e-08, 2.57758e-17, 1.14896e-17, 9.42657e-17, 3.04707e-16, 4.36238e-16,0.000260081
0.97, 16.3333, 16.6667,0, 6.33333, 16.6667, -1.3065e-08, -3.66667, 16.6667, -8.50916e-09, -13.6667, 16.6667, -9.72582e-09, 10, 16.6667, -1.3065e-08, -1.83089e-08, 10, 16.6667, -8.50916e-09, -7.76842e-09, 10, 16.6667, -9.72582e-09, -6.78457e-09, 2.61145e-17, 1.0844e-17, 9.64648e-17, 2.20797e-16, 3.5422e-16,0.000277106
0.98, 16.5, 16.6667,0, 6.5, 16.6667, -1.31788e-08, -3.5, 16.6667, -8.45858e-09, -13.5, 16.6667, -9.60516e-09, 10, 16.6667, -1.31788e-08, -1.5706e-08, 10, 16.6667, -8.45858e-09, -6.32291e-09, 10, 16.6667, -9.60516e-09, -1.69155e-08, 2.64456e-17, 1.02105e-17, 9.86371e-17, 2.86397e-16, 4.2169e-16,0.000436866
0.99, 16.6667, 16.6667,0, 6.66667, 16.6667, -1.32106e-08, -3.33333, 16.6667, -8.36631e-09, -13.3333, 16.6667, -9.79245e-09, 10, 16.6667, -1.32106e-08, -1.24506e-08, 10, 16.6667, -8.36631e-09, -6.46701e-09, 10, 16.6667, -9.79245e-09, -2.30724e-08, 2.67688e-17, 9.59023e-18, 1.00011e-16, 3.64588e-16, 5.00958e-16,0.000583475
1, 16.8333, 16.6667,0, 6.83333, 16.6667, -1.31438e-08, -3.16667, 16.6667, -8.28144e-09, -13.1667, 16.6667, -1.01582e-08, 10, 16.6667, -1.31438e-08, -1.84136e-08, 10, 16.6667, -8.28144e-09, -4.64058e-09, 10, 16.6667, -1.01582e-08, 1.7548e-08, 2.70838e-17, 8.98621e-18, 9.99622e-17, 3.34264e-16, 4.70296e-16,0.000771083
1.01, 17, 16.6667,0, 7, 16.6667, -1.32581e-08, -3, 16.6667, -8.14461e-09, -13, 16.6667, -9.29316e-09, 10, 16.6667, -1.32581e-08, -2.00449e-08, 10, 16.6667, -8.14461e-09, -2.56493e-09, 10, 16.6667, -9.29316e-09, 1.13751e-08, 2.73904e-17, 8.40322e-18, 1.01622e-16, 2.68885e-16, 4.063e-16,0.000530494
1.02, 17.1667, 16.6667,0, 7.16667, 16.6667, -1.34175e-08, -2.83333, 16.6667, -7.95007e-09, -12.8333, 16.6667, -8.64214e-09, 10, 16.6667, -1.34175e-08, -1.73415e-08, 10, 16.6667, -7.95007e-09, -2.83587e-09, 10, 16.6667, -8.64214e-09, 2.45752e-09, 2.76884e-17, 7.83608e-18, 1.052e-16, 1.57404e-16, 2.98129e-16,0.000370006
1.03, 17.3333, 16.6667,0, 7.33333, 16.6667, -1.34905e-08, -2.66667, 16.6667, -7.77015e-09, -12.6667, 16.6667, -8.28034e-09, 10, 16.6667, -1.34905e-08, -2.36142e-08, 10, 16.6667, -7.77015e-09, 5.69206e-09, 10, 16.6667, -8.28034e-09, -5.3954e-09, 2.79776e-17, 7.28204e-18, 1.07488e-16, 3.0957e-16, 4.52318e-16,0.00132334
1.04, 17.5, 16.6667,0, 7.5, 16.6667, -1.37492e-08, -2.5, 16.6667, -7.34038e-09, -12.5, 16.6667, -8.16619e-09, 10, 16.6667, -1.37492e-08, -2.09525e-08, 10, 16.6667, -7.34038e-09, -6.16956e-09, 10, 16.6667, -8.16619e-09, -1.20236e-08, 2.82577e-17, 6.74524e-18, 1.15398e-16, 3.10819e-16, 4.6122e-16,0.00069288
1.05, 17.6667, 16.6667,0, 7.66667, 16.6667, -1.39195e-08, -2.33333, 16.6667, -7.28079e-09, -12.3333, 16.6667, -8.25469e-09, 10, 16.6667, -1.39195e-08, -1.37149e-08, 10, 16.6667, -7.28079e-09, -8.33695e-09, 10, 16.6667, -8.25469e-09, -2.14765e-08, 2.85283e-17, 6.21565e-18, 1.19387e-16, 3.59421e-16, 5.13552e-16,0.000457416
1.06, 17.8333, 16.6667,0, 7.83333, 16.6667, -1.3867e-08, -2.16667, 16.6667, -7.2882e-09, -12.1667, 16.6667, -8.62383e-09, 10, 16.6667, -1.3867e-08, -1.85983e-08, 10, 16.6667, -7.2882e-09, -1.41904e-08, 10, 16.6667, -8.62383e-09, -2.48889e-08, 2.8789e-17, 5.7018e-18, 1.18678e-16, 5.8336e-16, 7.36529e-16,0.000472335
1.07, 18, 16.6667,0, 8, 16.6667, -1.39627e-08, -2, 16.6667, -7.47098e-09, -12, 16.6667, -9.08304e-09, 10, 16.6667, -1.39627e-08, -1.997e-08, 10, 16.6667, -7.47098e-09, 1.47584e-10, 10, 16.6667, -9.08304e-09, -1.3981e-08, 2.90396e-17, 5.2128e-18, 1.19849e-16, 2.97146e-16, 4.51247e-16,0.000929092
1.08, 18.1667, 16.6667,0, 8.16667, 16.6667, -1.40964e-08, -1.83333, 16.6667, -7.21752e-09, -11.8333, 16.6667, -9.1997e-09, 10, 16.6667, -1.40964e-08, -1.89035e-09, 10, 16.6667, -7.21752e-09, -1.51469e-08, 10, 16.6667, -9.1997e-09, 6.82993e-09, 2.92801e-17, 4.74428e-18, 1.24977e-16, 1.39825e-16, 2.98827e-16,0.000907423
1.09, 18.3333, 16.6667,0, 8.33333, 16.6667, -1.36832e-08, -1.66667, 16.6667, -7.43134e-09, -11.6667, 16.6667, -8.68815e-09, 10, 16.6667, -1.36832e-08, 7.07716e-09, 10, 16.6667, -7.43134e-09, 5.98464e-09, 10, 16.6667, -8.68815e-09, -2.65182e-08, 2.951e-17, 4.29355e-18, 1.13947e-16, 3.94558e-16, 5.42309e-16,0.00110861
1.1, 18.5, 16.6667,0, 8.5, 16.6667, -1.30148e-08, -1.5, 16.6667, -7.00409e-09, -11.5, 16.6667, -9.19409e-09, 10, 16.6667, -1.30148e-08, 1.28571e-08, 10, 16.6667, -7.00409e-09, -6.77539e-09, 10, 16.6667, -9.19409e-09, 6.96506e-10, 2.97295e-17, 3.8827e-18, 1.05154e-16, 1.05848e-16, 2.44614e-16,0.00107678
1.11, 18.6667, 16.6667,0, 8.66667, 16.6667, -1.21952e-08, -1.33333, 16.6667, -6.97388e-09, -11.3333, 16.6667, -8.86672e-09, 10, 16.6667, -1.21952e-08, 6.25641e-09, 10, 16.6667, -6.97388e-09, -4.26997e-09, 10, 16.6667, -8.86672e-09, -1.40162e-08, 2.99388e-17, 3.51084e-18, 8.97845e-17, 1.26914e-16, 2.50149e-16,0.000817474
1.12, 18.8333, 16.6667,0, 8.83333, 16.6667, -1.1601e-08, -1.16667, 16.6667, -6.86952e-09, -11.1667, 16.6667, -8.99165e-09, 10, 16.6667, -1.1601e-08, -1.33249e-09, 10, 16.6667, -6.86952e-09, 2.77057e-10, 10, 16.6667, -8.99165e-09, -1.76888e-08, 3.01385e-17, 3.18253e-18, 8.07373e-17, 1.57373e-16, 2.71432e-16,0.000862942
1.13, 19, 16.6667,0, 9, 16.6667, -1.12543e-08, -1, 16.6667, -6.63222e-09, -11, 16.6667, -9.22259e-09, 10, 16.6667, -1.12543e-08, 7.60306e-10, 10, 16.6667, -6.63222e-09, -2.18798e-08, 10, 16.6667, -9.22259e-09, -1.92468e-08, 3.0329e-17, 2.8867e-18, 7.73665e-17, 4.24871e-16, 5.35453e-16,0.00107621
1.14, 19.1667, 16.6667,0, 9.16667, 16.6667, -1.08564e-08, -0.833333, 16.6667, -7.06754e-09, -10.8333, 16.6667, -9.49258e-09, 10, 16.6667, -1.08564e-08, -4.31929e-09, 10, 16.6667, -7.06754e-09, -2.50985e-08, 10, 16.6667, -9.49258e-09, -5.78248e-09, 3.05107e-17, 2.61437e-18, 6.90481e-17, 3.41015e-16, 4.43188e-16,0.00104789
1.15, 19.3333, 16.6667,0, 9.33333, 16.6667, -1.06241e-08, -0.666667, 16.6667, -7.58491e-09, -10.6667, 16.6667, -9.34963e-09, 10, 16.6667, -1.06241e-08, -6.24202e-09, 10, 16.6667, -7.58491e-09, -1.03639e-08, 10, 16.6667, -9.34963e-09, -1.03378e-08, 3.06839e-17, 2.36677e-18, 6.26105e-17, 1.26621e-16, 2.22283e-16,0.000280813
1.16, 19.5, 16.6667,0, 9.5, 16.6667, -1.04572e-08, -0.5, 16.6667, -7.643e-09, -10.5, 16.6667, -9.34811e-09, 10, 16.6667, -1.04572e-08, 4.64474e-09, 10, 16.6667, -7.643e-09, -3.14228e-08, 10, 16.6667, -9.34811e-09, -6.3708e-09, 3.08488e-17, 2.13856e-18, 6.00898e-17, 5.24777e-16, 6.17854e-16,0.00189521
1.17, 19.6667, 16.6667,0, 9.66667, 16.6667, -9.96926e-09, -0.333333, 16.6667, -8.33092e-09, -10.3333, 16.6667, -9.22763e-09, 10, 16.6667, -9.96926e-09, 9.60724e-10, 10, 16.6667, -8.33092e-09, 2.98221e-08, 10, 16.6667, -9.22763e-09, -1.29205e-08, 3.10055e-17, 1.92618e-18, 5.14372e-17, 5.2861e-16, 6.12979e-16,0.00207439
1.18, 19.8333, 16.6667,0, 9.83333, 16.6667, -9.60813e-09, -0.166667, 16.6667, -7.15855e-09, -10.1667, 16.6667, -9.30766e-09, 10, 16.6667, -9.60813e-09, 7.49306e-09, 10, 16.6667, -7.15855e-09, 3.54506e-08, 10, 16.6667, -9.30766e-09, 9.30551e-09, 3.11544e-17, 1.73513e-18, 5.14676e-17, 6.9974e-16, 7.84097e-16,0.00127667
1.19, 20, 16.6667,0, 10, 16.6667, -9.06307e-09, 6.61404e-09, 16.6667, -5.85642e-09, -10, 16.6667, -8.71824e-09, 10, 16.6667, -9.06307e-09, 5.15564e-09, 10, 16.6667, -5.85642e-09, 2.30187e-08, 10, 16.6667, -8.71824e-09, 1.70804e-08, 3.12958e-17, 1.56038e-18, 5.03059e-17, 4.24091e-16, 5.07253e-16,0.000530212
1.2, 20.1667, 16.6667,0, 10.1667, 16.6667, -8.6063e-09, 0.166667, 16.6667, -4.97064e-09, -9.83333, 16.6667, -7.91522e-09, 10, 16.6667, -8.6063e-09, 1.97174e-08, 10, 16.6667, -4.97064e-09, 2.0695e-08, 10, 16.6667, -7.91522e-09, 2.81126e-08, 3.14297e-17, 1.40542e-18, 4.79784e-17, 8.03688e-16, 8.84502e-16,0.000850155
1.21, 20.3333, 16.6667,0, 10.3333, 16.6667, -7.7279e-09, 0.333333, 16.6667, -4.18411e-09, -9.66667, 16.6667, -6.808e-09, 10, 16.6667, -7.7279e-09, 1.96426e-08, 10, 16.6667, -4.18411e-09, 6.49726e-09, 10, 16.6667, -6.808e-09, 1.98269e-08, 3.15566e-17, 1.26823e-18, 3.95819e-17, 4.10576e-16, 4.82983e-16,0.00145224
1.22, 20.5, 16.6667,0, 10.5, 16.6667, -6.88102e-09, 0.5, 16.6667, -3.84972e-09, -9.5, 16.6667, -5.98626e-09, 10, 16.6667, -6.88102e-09, 2.839e-09, 10, 16.6667, -3.84972e-09, 7.37928e-09, 10, 16.6667, -5.98626e-09, 5.2872e-09, 3.16768e-17, 1.15362e-18, 3.05511e-17, 4.52341e-17, 1.08616e-16,0.000364737
1.23, 20.6667, 16.6667,0, 10.6667, 16.6667, -6.56649e-09, 0.666667, 16.6667, -3.50001e-09, -9.33333, 16.6667, -5.6281e-09, 10, 16.6667, -6.56649e-09, 1.78939e-08, 10, 16.6667, -3.50001e-09, -1.94911e-08, 10, 16.6667, -5.6281e-09, 1.68564e-09, 3.17911e-17, 1.0579e-18, 2.85254e-17, 3.51469e-16, 4.12843e-16,0.00219904
1.24, 20.8333, 16.6667,0, 10.8333, 16.6667, -5.81079e-09, 0.833333, 16.6667, -3.96808e-09, -9.16667, 16.6667, -5.38993e-09, 10, 16.6667, -5.81079e-09, -3.19312e-09, 10, 16.6667, -3.96808e-09, -4.90642e-08, 10, 16.6667, -5.38993e-09, -2.34932e-08, 3.18999e-17, 9.72676e-19, 1.95912e-17, 1.48471e-15, 1.53718e-15,0.00230661
1.25, 21, 16.6667,0, 11, 16.6667, -5.71289e-09, 1, 16.6667, -5.30774e-09, -9, 16.6667, -5.91506e-09, 10, 16.6667, -5.71289e-09, -2.29238e-08, 10, 16.6667, -5.30774e-09, -2.56518e-08, 10, 16.6667, -5.91506e-09, -1.71215e-10, 3.20036e-17, 8.99571e-19, 1.6585e-17, 5.91771e-16, 6.41259e-16,0.0012115
1.26, 21.1667, 16.6667,0, 11.1667, 16.6667, -6.21017e-09, 1.16667, 16.6667, -5.90037e-09, -8.83333, 16.6667, -5.72303e-09, 10, 16.6667, -6.21017e-09, -2.12529e-08, 10, 16.6667, -5.90037e-09, -2.44137e-08, 10, 16.6667, -5.72303e-09, -2.07001e-09, 3.21028e-17, 8.27374e-19, 1.93468e-17, 5.26001e-16, 5.78278e-16,0.000789342
1.27, 21.3333, 16.6667,0, 11.3333, 16.6667, -6.64075e-09, 1.33333, 16.6667, -6.4361e-09, -8.66667, 16.6667, -5.59436e-09, 10, 16.6667, -6.64075e-09, -1.52006e-08, 10, 16.6667, -6.4361e-09, -8.73161e-09, 10, 16.6667, -5.59436e-09, -1.26059e-08, 3.21975e-17, 7.51481e-19, 2.2425e-17, 2.33104e-16, 2.88478e-16,0.000412817
1.28, 21.5, 16.6667,0, 11.5, 16.6667, -6.87541e-09, 1.5, 16.6667, -6.48351e-09, -8.5, 16.6667, -5.78606e-09, 10, 16.6667, -6.87541e-09, -2.15306e-08, 10, 16.6667, -6.48351e-09, -3.07552e-08, 10, 16.6667, -5.78606e-09, -2.17011e-08, 3.22871e-17, 6.73705e-19, 2.39556e-17, 9.40193e-16, 9.9711e-16,0.000515136
1.29, 21.6667, 16.6667,0, 11.6667, 16.6667, -7.29215e-09, 1.66667, 16.6667, -7.19005e-09, -8.33333, 16.6667, -6.24423e-09, 10, 16.6667, -7.29215e-09, -2.26796e-08, 10, 16.6667, -7.19005e-09, -1.48932e-08, 10, 16.6667, -6.24423e-09, -9.96471e-10, 3.23715e-17, 5.98476e-19, 2.70402e-17, 3.68582e-16, 4.28592e-16,0.000805018
1.3, 21.8333, 16.6667,0, 11.8333, 16.6667, -7.72947e-09, 1.83333, 16.6667, -7.39718e-09, -8.16667, 16.6667, -6.06598e-09, 10, 16.6667, -7.72947e-09, -1.53355e-08, 10, 16.6667, -7.39718e-09, -1.65358e-08, 10, 16.6667, -6.06598e-09, -1.97369e-08, 3.24504e-17, 5.23012e-19, 3.08136e-17, 4.49077e-16, 5.12864e-16,0.000195632
1.31, 22, 16.6667,0, 12, 16.6667, -7.93188e-09, 2, 16.6667, -7.64668e-09, -8, 16.6667, -6.45589e-09, 10, 16.6667, -7.93188e-09, -1.46263e-08, 10, 16.6667, -7.64668e-09, -1.14823e-08, 10, 16.6667, -6.45589e-09, -9.60634e-09, 3.25234e-17, 4.49266e-19, 3.2207e-17, 2.19027e-16, 2.84207e-16,0.000391084
